,name,year,month,SN,wind,pressure,day,hour,lat,long,status,category,tropicalstorm_force_diameter,hurricane_force_diameter
33,Blanche,1975,7,33,20,1014,24,6,26,-69.5,tropical depression,NA,NA,NA
34,Blanche,1975,7,34,25,1014,24,12,26.1,-70.5,tropical depression,NA,NA,NA
35,Blanche,1975,7,35,30,1013,24,18,26.5,-71.5,tropical depression,NA,NA,NA
36,Blanche,1975,7,36,30,1012,25,0,27.2,-72.5,tropical depression,NA,NA,NA
37,Blanche,1975,7,37,30,1010,25,6,28,-73.6,tropical depression,NA,NA,NA
38,Blanche,1975,7,38,30,1007,25,12,28.9,-74.3,tropical depression,NA,NA,NA
39,Blanche,1975,7,39,30,1006,25,18,29.9,-74.9,tropical depression,NA,NA,NA
40,Blanche,1975,7,40,30,1005,26,0,31,-75,tropical depression,NA,NA,NA
41,Blanche,1975,7,41,35,1004,26,6,32.2,-74.6,tropical storm,NA,NA,NA
42,Blanche,1975,7,42,35,1003,26,12,33.4,-73.5,tropical storm,NA,NA,NA
43,Blanche,1975,7,43,50,998,26,18,34.2,-72.2,tropical storm,NA,NA,NA
44,Blanche,1975,7,44,60,992,27,0,35,-71,tropical storm,NA,NA,NA
45,Blanche,1975,7,45,65,987,27,6,35.9,-70,hurricane,1,NA,NA
46,Blanche,1975,7,46,70,984,27,12,36.9,-69,hurricane,1,NA,NA
47,Blanche,1975,7,47,75,981,27,18,37.9,-68,hurricane,1,NA,NA
48,Blanche,1975,7,48,75,980,28,0,39.3,-67.2,hurricane,1,NA,NA
49,Blanche,1975,7,49,70,980,28,6,41.2,-66.4,hurricane,1,NA,NA
50,Blanche,1975,7,50,60,988,28,12,44,-65.2,extratropical,NA,NA,NA
51,Blanche,1975,7,51,60,992,28,18,47.2,-62.4,extratropical,NA,NA,NA
52,Caroline,1975,8,52,25,1011,24,12,22.4,-69.8,tropical depression,NA,NA,NA
53,Caroline,1975,8,53,25,1011,24,18,21.9,-71.1,tropical depression,NA,NA,NA
54,Caroline,1975,8,54,25,1010,25,0,21.6,-72.5,tropical depression,NA,NA,NA
55,Caroline,1975,8,55,25,1010,25,6,21.2,-73.8,tropical depression,NA,NA,NA
56,Caroline,1975,8,56,25,1011,25,12,20.9,-75.1,tropical depression,NA,NA,NA
57,Caroline,1975,8,57,25,1011,25,18,20.6,-76.4,tropical depression,NA,NA,NA
58,Caroline,1975,8,58,25,1011,26,0,20.4,-77.7,tropical depression,NA,NA,NA
59,Caroline,1975,8,59,25,1011,26,6,20.3,-79,tropical depression,NA,NA,NA
60,Caroline,1975,8,60,25,1012,26,12,20.2,-80.3,tropical depression,NA,NA,NA
61,Caroline,1975,8,61,25,1012,26,18,20.2,-81.6,tropical depression,NA,NA,NA
62,Caroline,1975,8,62,25,1013,27,0,20.4,-82.8,tropical depression,NA,NA,NA
63,Caroline,1975,8,63,25,1013,27,6,20.8,-84,tropical depression,NA,NA,NA
64,Caroline,1975,8,64,25,1014,27,12,21.1,-85.1,tropical depression,NA,NA,NA
65,Caroline,1975,8,65,25,1014,27,18,21.5,-86.3,tropical depression,NA,NA,NA
66,Caroline,1975,8,66,25,1014,28,0,22,-87.5,tropical depression,NA,NA,NA
67,Caroline,1975,8,67,25,1014,28,6,22.4,-88.8,tropical depression,NA,NA,NA
68,Caroline,1975,8,68,25,1013,28,12,22.8,-90.1,tropical depression,NA,NA,NA
69,Caroline,1975,8,69,25,1010,28,18,22.9,-91,tropical depression,NA,NA,NA
70,Caroline,1975,8,70,30,1007,29,0,23,-91.9,tropical depression,NA,NA,NA
71,Caroline,1975,8,71,35,1003,29,6,23.1,-92.6,tropical storm,NA,NA,NA
72,Caroline,1975,8,72,40,999,29,12,23.2,-93.2,tropical storm,NA,NA,NA
73,Caroline,1975,8,73,50,994,29,18,23.2,-93.6,tropical storm,NA,NA,NA
74,Caroline,1975,8,74,65,990,30,0,23.3,-94.2,hurricane,1,NA,NA
75,Caroline,1975,8,75,65,990,30,6,23.5,-94.9,hurricane,1,NA,NA
76,Caroline,1975,8,76,65,989,30,12,23.7,-95.6,hurricane,1,NA,NA
77,Caroline,1975,8,77,70,987,30,18,23.8,-96.3,hurricane,1,NA,NA
78,Caroline,1975,8,78,100,973,31,0,24,-97,hurricane,3,NA,NA
79,Caroline,1975,8,79,100,963,31,6,24.1,-97.5,hurricane,3,NA,NA
80,Caroline,1975,8,80,90,963,31,12,24.3,-97.8,hurricane,2,NA,NA
81,Caroline,1975,8,81,55,993,31,18,24.8,-98,tropical storm,NA,NA,NA
82,Caroline,1975,9,82,30,1000,1,0,25.1,-98.3,tropical depression,NA,NA,NA
83,Caroline,1975,9,83,20,1002,1,6,25.2,-98.7,tropical depression,NA,NA,NA
84,Caroline,1975,9,84,20,1002,1,12,25.3,-99,tropical depression,NA,NA,NA
85,Doris,1975,8,85,35,1005,28,12,33.3,-46.3,subtropical storm,NA,NA,NA
86,Doris,1975,8,86,40,1005,28,18,33.6,-47.5,subtropical storm,NA,NA,NA
87,Doris,1975,8,87,40,1005,29,0,34.5,-48.1,subtropical storm,NA,NA,NA
88,Doris,1975,8,88,45,1005,29,6,34.7,-48.5,subtropical storm,NA,NA,NA
89,Doris,1975,8,89,45,1005,29,12,34.9,-48.9,tropical storm,NA,NA,NA
90,Doris,1975,8,90,50,1000,29,18,35.2,-49.1,tropical storm,NA,NA,NA
91,Doris,1975,8,91,55,997,30,0,35.3,-48.9,tropical storm,NA,NA,NA
92,Doris,1975,8,92,55,997,30,6,35.3,-48.5,tropical storm,NA,NA,NA
93,Doris,1975,8,93,55,997,30,12,35.3,-48,tropical storm,NA,NA,NA
94,Doris,1975,8,94,55,997,30,18,35,-47.1,tropical storm,NA,NA,NA
95,Doris,1975,8,95,65,990,31,0,34.9,-46.3,hurricane,1,NA,NA
96,Doris,1975,8,96,65,990,31,6,34.8,-45.7,hurricane,1,NA,NA
97,Doris,1975,8,97,70,990,31,12,34.7,-45.2,hurricane,1,NA,NA
98,Doris,1975,8,98,70,990,31,18,34.6,-44.9,hurricane,1,NA,NA
99,Doris,1975,9,99,75,984,1,0,34.5,-44.6,hurricane,1,NA,NA
100,Doris,1975,9,100,75,984,1,6,34.6,-44.2,hurricane,1,NA,NA
101,Doris,1975,9,101,75,984,1,12,34.9,-44,hurricane,1,NA,NA
102,Doris,1975,9,102,75,984,1,18,35.4,-44,hurricane,1,NA,NA
103,Doris,1975,9,103,90,970,2,0,35.8,-44.4,hurricane,2,NA,NA
104,Doris,1975,9,104,95,965,2,6,36.4,-44.5,hurricane,2,NA,NA
105,Doris,1975,9,105,95,965,2,12,37,-44.3,hurricane,2,NA,NA
106,Doris,1975,9,106,95,965,2,18,37.7,-44.2,hurricane,2,NA,NA
107,Doris,1975,9,107,95,965,3,0,38.4,-43.8,hurricane,2,NA,NA
108,Doris,1975,9,108,95,965,3,6,39.7,-43.6,hurricane,2,NA,NA
109,Doris,1975,9,109,95,965,3,12,41.1,-43,hurricane,2,NA,NA
110,Doris,1975,9,110,90,970,3,18,42,-42.5,hurricane,2,NA,NA
111,Doris,1975,9,111,60,995,4,0,42.8,-42,tropical storm,NA,NA,NA
112,Doris,1975,9,112,45,1005,4,6,43.2,-41.4,extratropical,NA,NA,NA
113,Doris,1975,9,113,45,1005,4,12,43.5,-40.7,extratropical,NA,NA,NA
114,Eloise,1975,9,114,25,1009,13,12,17.6,-55.2,tropical depression,NA,NA,NA
115,Eloise,1975,9,115,25,1009,13,18,17.7,-56.3,tropical depression,NA,NA,NA
116,Eloise,1975,9,116,25,1009,14,0,17.8,-57.3,tropical depression,NA,NA,NA
117,Eloise,1975,9,117,25,1009,14,6,17.9,-58.3,tropical depression,NA,NA,NA
118,Eloise,1975,9,118,25,1009,14,12,18,-59.4,tropical depression,NA,NA,NA
119,Eloise,1975,9,119,25,1009,14,18,18.1,-60.5,tropical depression,NA,NA,NA
120,Eloise,1975,9,120,25,1009,15,0,18.3,-61.7,tropical depression,NA,NA,NA
121,Eloise,1975,9,121,25,1009,15,6,18.5,-62.8,tropical depression,NA,NA,NA
122,Eloise,1975,9,122,30,1007,15,12,18.8,-63.8,tropical depression,NA,NA,NA
123,Eloise,1975,9,123,30,1007,15,18,18.9,-64.8,tropical depression,NA,NA,NA
124,Eloise,1975,9,124,35,1007,16,0,19,-65.6,tropical storm,NA,NA,NA
125,Eloise,1975,9,125,45,1007,16,6,19.2,-66.7,tropical storm,NA,NA,NA
126,Eloise,1975,9,126,55,1002,16,12,19.4,-67.5,tropical storm,NA,NA,NA
127,Eloise,1975,9,127,65,1002,16,18,19.5,-68.4,hurricane,1,NA,NA
128,Eloise,1975,9,128,65,997,17,0,19.6,-69.2,hurricane,1,NA,NA
129,Eloise,1975,9,129,60,1000,17,6,19.7,-70.2,tropical storm,NA,NA,NA
130,Eloise,1975,9,130,55,1000,17,12,19.7,-71.2,tropical storm,NA,NA,NA
131,Eloise,1975,9,131,50,1000,17,18,19.8,-72.2,tropical storm,NA,NA,NA
132,Eloise,1975,9,132,45,1000,18,0,19.9,-73.3,tropical storm,NA,NA,NA
133,Eloise,1975,9,133,45,1000,18,6,19.9,-74.5,tropical storm,NA,NA,NA
134,Eloise,1975,9,134,40,1000,18,12,19.9,-75.7,tropical storm,NA,NA,NA
135,Eloise,1975,9,135,40,1000,18,18,20,-77,tropical storm,NA,NA,NA
136,Eloise,1975,9,136,35,1000,19,0,20,-78.2,tropical storm,NA,NA,NA
137,Eloise,1975,9,137,35,1000,19,6,19.9,-79.1,tropical storm,NA,NA,NA
138,Eloise,1975,9,138,35,1000,19,12,19.9,-79.8,tropical storm,NA,NA,NA
139,Eloise,1975,9,139,35,1000,19,18,19.8,-81,tropical storm,NA,NA,NA
140,Eloise,1975,9,140,35,1000,20,0,19.8,-82.2,tropical storm,NA,NA,NA
141,Eloise,1975,9,141,35,1000,20,6,19.8,-83.4,tropical storm,NA,NA,NA
142,Eloise,1975,9,142,35,1006,20,12,19.9,-84.6,tropical storm,NA,NA,NA
143,Eloise,1975,9,143,35,1006,20,18,20,-85.5,tropical storm,NA,NA,NA
144,Eloise,1975,9,144,40,1001,21,0,20.2,-86.4,tropical storm,NA,NA,NA
145,Eloise,1975,9,145,45,1001,21,6,20.8,-87.1,tropical storm,NA,NA,NA
146,Eloise,1975,9,146,50,1001,21,12,21.4,-87.8,tropical storm,NA,NA,NA
147,Eloise,1975,9,147,55,995,21,18,22.4,-88.5,tropical storm,NA,NA,NA
148,Eloise,1975,9,148,60,995,22,0,23.6,-88.9,tropical storm,NA,NA,NA
149,Eloise,1975,9,149,65,993,22,6,24.8,-89.4,hurricane,1,NA,NA
150,Eloise,1975,9,150,75,986,22,12,25.8,-89.5,hurricane,1,NA,NA
151,Eloise,1975,9,151,85,980,22,18,26.5,-89.4,hurricane,2,NA,NA
152,Eloise,1975,9,152,95,968,23,0,27.3,-88.5,hurricane,2,NA,NA
153,Eloise,1975,9,153,105,958,23,6,28.4,-87.3,hurricane,3,NA,NA
154,Eloise,1975,9,154,110,955,23,12,30.2,-86.3,hurricane,3,NA,NA
155,Eloise,1975,9,155,55,982,23,18,33,-85.7,tropical storm,NA,NA,NA
156,Eloise,1975,9,156,30,999,24,0,35.5,-84.3,tropical depression,NA,NA,NA
157,Eloise,1975,9,157,20,1004,24,6,36.5,-83.5,extratropical,NA,NA,NA
158,Eloise,1975,9,158,20,1004,24,12,37,-82.5,extratropical,NA,NA,NA
159,Eloise,1975,9,159,20,1004,24,18,37.5,-81.5,extratropical,NA,NA,NA
160,Faye,1975,9,160,25,1005,24,18,23,-56.9,tropical depression,NA,NA,NA
161,Faye,1975,9,161,30,1005,25,0,23.8,-57.2,tropical depression,NA,NA,NA
162,Faye,1975,9,162,35,1005,25,6,24.2,-58.1,tropical storm,NA,NA,NA
163,Faye,1975,9,163,45,999,25,12,24.8,-58.8,tropical storm,NA,NA,NA
164,Faye,1975,9,164,60,993,25,18,25.5,-59.4,tropical storm,NA,NA,NA
165,Faye,1975,9,165,65,990,26,0,26.5,-60,hurricane,1,NA,NA
166,Faye,1975,9,166,70,988,26,6,27.9,-60.9,hurricane,1,NA,NA
167,Faye,1975,9,167,75,985,26,12,29.6,-62,hurricane,1,NA,NA
168,Faye,1975,9,168,85,985,26,18,31,-63.1,hurricane,2,NA,NA
169,Faye,1975,9,169,90,985,27,0,32.7,-64.2,hurricane,2,NA,NA
170,Faye,1975,9,170,90,979,27,6,34.4,-65.2,hurricane,2,NA,NA
171,Faye,1975,9,171,90,982,27,12,36.1,-65.7,hurricane,2,NA,NA
172,Faye,1975,9,172,90,985,27,18,37.4,-65,hurricane,2,NA,NA
173,Faye,1975,9,173,85,985,28,0,38.4,-63.7,hurricane,2,NA,NA
174,Faye,1975,9,174,80,985,28,6,39.8,-60.5,hurricane,1,NA,NA
175,Faye,1975,9,175,75,979,28,12,41,-57.1,hurricane,1,NA,NA
176,Faye,1975,9,176,75,977,28,18,42.3,-52,hurricane,1,NA,NA
177,Faye,1975,9,177,70,977,29,0,42.8,-46,hurricane,1,NA,NA
178,Faye,1975,9,178,65,977,29,6,42.9,-40,hurricane,1,NA,NA
179,Gladys,1975,9,179,25,1012,22,18,10.3,-34.8,tropical depression,NA,NA,NA
180,Gladys,1975,9,180,25,1012,23,0,10.6,-35.8,tropical depression,NA,NA,NA
181,Gladys,1975,9,181,25,1012,23,6,11,-36.7,tropical depression,NA,NA,NA
182,Gladys,1975,9,182,25,1012,23,12,11.4,-37.4,tropical depression,NA,NA,NA
183,Gladys,1975,9,183,30,1010,23,18,11.7,-38.2,tropical depression,NA,NA,NA
184,Gladys,1975,9,184,30,1010,24,0,12.1,-38.8,tropical depression,NA,NA,NA
185,Gladys,1975,9,185,30,1010,24,6,12.4,-39.6,tropical depression,NA,NA,NA
186,Gladys,1975,9,186,30,1010,24,12,12.9,-40,tropical depression,NA,NA,NA
187,Gladys,1975,9,187,35,1005,24,18,13.5,-40.4,tropical storm,NA,NA,NA
188,Gladys,1975,9,188,40,1005,25,0,14.2,-41,tropical storm,NA,NA,NA
189,Gladys,1975,9,189,50,1000,25,6,14.8,-42,tropical storm,NA,NA,NA
190,Gladys,1975,9,190,60,1000,25,12,15.4,-43,tropical storm,NA,NA,NA
191,Gladys,1975,9,191,65,990,25,18,15.8,-44,hurricane,1,NA,NA
192,Gladys,1975,9,192,65,990,26,0,16.2,-45,hurricane,1,NA,NA
193,Gladys,1975,9,193,65,990,26,6,16.4,-46.1,hurricane,1,NA,NA
194,Gladys,1975,9,194,65,990,26,12,16.6,-47.7,hurricane,1,NA,NA
195,Gladys,1975,9,195,65,990,26,18,16.8,-49.3,hurricane,1,NA,NA
196,Gladys,1975,9,196,65,990,27,0,17.1,-50.7,hurricane,1,NA,NA
197,Gladys,1975,9,197,65,990,27,6,17.6,-52.2,hurricane,1,NA,NA
198,Gladys,1975,9,198,65,990,27,12,18.2,-53.7,hurricane,1,NA,NA
199,Gladys,1975,9,199,65,990,27,18,18.8,-55.1,hurricane,1,NA,NA
200,Gladys,1975,9,200,65,992,28,0,19.4,-56.4,hurricane,1,NA,NA
201,Gladys,1975,9,201,65,992,28,6,19.6,-57.4,hurricane,1,NA,NA
202,Gladys,1975,9,202,65,1000,28,12,19.8,-58.2,hurricane,1,NA,NA
203,Gladys,1975,9,203,65,998,28,18,20.3,-59.3,hurricane,1,NA,NA
204,Gladys,1975,9,204,65,995,29,0,21.2,-60.3,hurricane,1,NA,NA
205,Gladys,1975,9,205,70,990,29,6,22.1,-61.4,hurricane,1,NA,NA
206,Gladys,1975,9,206,70,990,29,12,23,-62.6,hurricane,1,NA,NA
207,Gladys,1975,9,207,75,985,29,18,23.6,-63.9,hurricane,1,NA,NA
208,Gladys,1975,9,208,80,975,30,0,24.1,-65.2,hurricane,1,NA,NA
209,Gladys,1975,9,209,80,975,30,6,24.6,-66.5,hurricane,1,NA,NA
210,Gladys,1975,9,210,80,975,30,12,25.1,-67.9,hurricane,1,NA,NA
211,Gladys,1975,9,211,80,975,30,18,25.6,-69.3,hurricane,1,NA,NA
212,Gladys,1975,10,212,80,975,1,0,26.1,-70.6,hurricane,1,NA,NA
213,Gladys,1975,10,213,80,975,1,6,26.8,-71.7,hurricane,1,NA,NA
214,Gladys,1975,10,214,80,975,1,12,27.9,-72.4,hurricane,1,NA,NA
215,Gladys,1975,10,215,90,969,1,18,29.4,-73,hurricane,2,NA,NA
216,Gladys,1975,10,216,100,954,2,0,31,-73,hurricane,3,NA,NA
217,Gladys,1975,10,217,110,942,2,6,32.9,-72.1,hurricane,3,NA,NA
218,Gladys,1975,10,218,120,939,2,12,35.3,-69.8,hurricane,4,NA,NA
219,Gladys,1975,10,219,120,939,2,18,37.8,-67,hurricane,4,NA,NA
220,Gladys,1975,10,220,110,950,3,0,40.8,-62.6,hurricane,3,NA,NA
221,Gladys,1975,10,221,85,960,3,6,43.7,-57,hurricane,2,NA,NA
222,Gladys,1975,10,222,85,960,3,12,46.6,-50.6,hurricane,2,NA,NA
223,Gladys,1975,10,223,75,975,3,18,50.5,-45.5,extratropical,NA,NA,NA
224,Gladys,1975,10,224,65,980,4,0,55,-40,extratropical,NA,NA,NA
225,Hallie,1975,10,225,30,1006,24,18,29.1,-79.3,subtropical depression,NA,NA,NA
226,Hallie,1975,10,226,30,1006,25,0,28.8,-79,subtropical depression,NA,NA,NA
227,Hallie,1975,10,227,30,1006,25,6,29.4,-79.4,subtropical depression,NA,NA,NA
228,Hallie,1975,10,228,30,1006,25,12,30,-79.7,subtropical depression,NA,NA,NA
229,Hallie,1975,10,229,30,1006,25,18,30.2,-79.8,subtropical depression,NA,NA,NA
230,Hallie,1975,10,230,30,1006,26,0,30.5,-79.9,subtropical depression,NA,NA,NA
231,Hallie,1975,10,231,30,1006,26,6,30.9,-80.1,tropical depression,NA,NA,NA
232,Hallie,1975,10,232,30,1005,26,12,31.8,-79.6,tropical depression,NA,NA,NA
233,Hallie,1975,10,233,35,1003,26,18,32.5,-78.7,tropical storm,NA,NA,NA
234,Hallie,1975,10,234,45,1002,27,0,33.5,-77.5,tropical storm,NA,NA,NA
235,Hallie,1975,10,235,45,1002,27,6,34.5,-75.5,tropical storm,NA,NA,NA
236,Hallie,1975,10,236,45,1004,27,12,35.7,-73.8,tropical storm,NA,NA,NA
237,Hallie,1975,10,237,40,1006,27,18,36.4,-72.6,extratropical,NA,NA,NA
238,Hallie,1975,10,238,35,1008,28,0,36.9,-71.4,extratropical,NA,NA,NA
239,Belle,1976,8,239,25,1012,6,6,26,-72.8,tropical depression,NA,NA,NA
240,Belle,1976,8,240,25,1012,6,12,26.3,-73,tropical depression,NA,NA,NA
241,Belle,1976,8,241,30,1009,6,18,26,-73.4,tropical depression,NA,NA,NA
242,Belle,1976,8,242,40,1005,7,0,25.6,-73.2,tropical storm,NA,NA,NA
243,Belle,1976,8,243,45,1000,7,6,26,-73.2,tropical storm,NA,NA,NA
244,Belle,1976,8,244,55,993,7,12,26.2,-73.7,tropical storm,NA,NA,NA
245,Belle,1976,8,245,70,985,7,18,26.6,-74.2,hurricane,1,NA,NA
246,Belle,1976,8,246,80,972,8,0,26.9,-74.6,hurricane,1,NA,NA
247,Belle,1976,8,247,90,962,8,6,27.4,-75.1,hurricane,2,NA,NA
248,Belle,1976,8,248,95,959,8,12,28.1,-75.1,hurricane,2,NA,NA
249,Belle,1976,8,249,100,958,8,18,29.5,-75.3,hurricane,3,NA,NA
250,Belle,1976,8,250,105,957,9,0,30.9,-75.3,hurricane,3,NA,NA
251,Belle,1976,8,251,105,959,9,6,32.5,-75.2,hurricane,3,NA,NA
252,Belle,1976,8,252,95,963,9,12,34.4,-74.7,hurricane,2,NA,NA
253,Belle,1976,8,253,90,970,9,18,36.6,-74.2,hurricane,2,NA,NA
254,Belle,1976,8,254,80,977,10,0,38.8,-73.8,hurricane,1,NA,NA
255,Belle,1976,8,255,60,983,10,6,41,-73.2,tropical storm,NA,NA,NA
256,Belle,1976,8,256,35,992,10,12,42.6,-72.4,tropical storm,NA,NA,NA
257,Dottie,1976,8,257,20,1010,18,0,26,-84,tropical depression,NA,NA,NA
258,Dottie,1976,8,258,20,1009,18,12,24.7,-82.7,tropical depression,NA,NA,NA
259,Dottie,1976,8,259,30,1003,19,6,24.8,-82,tropical depression,NA,NA,NA
260,Dottie,1976,8,260,35,1006,19,18,26.6,-80.1,tropical storm,NA,NA,NA
261,Dottie,1976,8,261,45,996,20,6,29.6,-80,tropical storm,NA,NA,NA
262,Dottie,1976,8,262,40,999,20,12,30.6,-80,tropical storm,NA,NA,NA
263,Dottie,1976,8,263,35,1005,20,18,32,-80,tropical storm,NA,NA,NA
264,Dottie,1976,8,264,35,1005,21,0,33,-80,tropical storm,NA,NA,NA
265,Dottie,1976,8,265,25,1010,21,6,33.3,-80,tropical depression,NA,NA,NA
266,Dottie,1976,8,266,20,1015,21,12,33.5,-80,tropical depression,NA,NA,NA
267,Candice,1976,8,267,30,1007,18,12,31.7,-68.2,tropical depression,NA,NA,NA
268,Candice,1976,8,268,35,1003,18,18,33.4,-67.5,tropical storm,NA,NA,NA
269,Candice,1976,8,269,40,996,19,0,35.2,-66.4,tropical storm,NA,NA,NA
270,Candice,1976,8,270,40,999,19,18,38.2,-64,tropical storm,NA,NA,NA
271,Candice,1976,8,271,35,1005,20,0,38.8,-63.7,tropical storm,NA,NA,NA
272,Candice,1976,8,272,35,1005,20,6,39.7,-63.3,tropical storm,NA,NA,NA
273,Candice,1976,8,273,40,997,20,18,40.8,-61,tropical storm,NA,NA,NA
274,Candice,1976,8,274,65,993,21,6,41.2,-59.3,hurricane,1,NA,NA
275,Candice,1976,8,275,65,989,21,12,41,-59,hurricane,1,NA,NA
276,Candice,1976,8,276,80,964,22,18,41.3,-56.4,hurricane,1,NA,NA
277,Candice,1976,8,277,80,971,23,18,44.4,-51.2,hurricane,1,NA,NA
278,Emmy,1976,8,278,20,1012,20,12,14,-48,tropical depression,NA,NA,NA
279,Emmy,1976,8,279,25,1012,21,12,14.4,-52.8,tropical depression,NA,NA,NA
280,Emmy,1976,8,280,25,1010,22,0,15.2,-54.2,tropical depression,NA,NA,NA
281,Emmy,1976,8,281,30,1009,22,6,15.8,-55.2,tropical depression,NA,NA,NA
282,Emmy,1976,8,282,35,1006,22,12,16.2,-56,tropical storm,NA,NA,NA
283,Emmy,1976,8,283,40,1004,22,18,17,-57.2,tropical storm,NA,NA,NA
284,Emmy,1976,8,284,50,997,23,6,18.6,-60,tropical storm,NA,NA,NA
285,Emmy,1976,8,285,55,996,23,18,20.2,-62,tropical storm,NA,NA,NA
286,Emmy,1976,8,286,55,998,24,0,21.3,-63.2,tropical storm,NA,NA,NA
287,Emmy,1976,8,287,55,999,24,6,22.7,-64,tropical storm,NA,NA,NA
288,Emmy,1976,8,288,55,999,24,12,23.8,-64.5,tropical storm,NA,NA,NA
289,Emmy,1976,8,289,60,995,24,18,24.5,-64.8,tropical storm,NA,NA,NA
290,Emmy,1976,8,290,60,991,25,6,26,-63.4,tropical storm,NA,NA,NA
291,Emmy,1976,8,291,65,990,25,12,26.5,-62.1,hurricane,1,NA,NA
292,Emmy,1976,8,292,65,991,25,18,26.6,-60.4,hurricane,1,NA,NA
293,Emmy,1976,8,293,70,988,26,0,26.8,-59,hurricane,1,NA,NA
294,Emmy,1976,8,294,75,984,26,6,27,-57.8,hurricane,1,NA,NA
295,Emmy,1976,8,295,80,980,26,12,27.2,-56.2,hurricane,1,NA,NA
296,Emmy,1976,8,296,85,976,26,18,27.7,-54.8,hurricane,2,NA,NA
297,Emmy,1976,8,297,85,975,27,12,30.9,-53.7,hurricane,2,NA,NA
298,Emmy,1976,8,298,85,975,28,12,33.5,-56.6,hurricane,2,NA,NA
299,Emmy,1976,8,299,90,974,29,12,35,-56.8,hurricane,2,NA,NA
300,Emmy,1976,8,300,90,975,30,12,34.9,-52,hurricane,2,NA,NA
301,Emmy,1976,8,301,85,977,31,12,35.1,-44.9,hurricane,2,NA,NA
302,Emmy,1976,9,302,80,975,1,12,35.1,-36.6,hurricane,1,NA,NA
303,Emmy,1976,9,303,75,980,3,0,35.2,-28.7,hurricane,1,NA,NA
304,Emmy,1976,9,304,70,984,3,18,38,-27.2,hurricane,1,NA,NA
305,Emmy,1976,9,305,65,988,4,0,38.8,-26.8,hurricane,1,NA,NA
306,Emmy,1976,9,306,65,994,4,6,39.6,-25.8,hurricane,1,NA,NA
307,Emmy,1976,9,307,50,998,4,12,40.5,-25,extratropical,NA,NA,NA
308,Emmy,1976,9,308,30,1002,4,18,41,-24,extratropical,NA,NA,NA
309,Frances,1976,8,309,25,1009,27,12,12.5,-37.5,tropical depression,NA,NA,NA
310,Frances,1976,8,310,50,1002,28,18,14.7,-45.3,tropical storm,NA,NA,NA
